date,name,lat,lon,optrad
"12/05/2019","Wind Direction / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2016",23.711853,120.544994,0
"12/05/2019","Wind Direction / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2014",23.711853,120.544994,0
"12/05/2019","Wind Direction / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2015",23.711853,120.544994,0
"12/05/2019","Relative Humidity / Lunbei Township, Yunlin County, Taiwan-Chinese Taipei / 2016",23.757547,120.3487,0
"12/05/2019","Relative Humidity / Lunbei Township, Yunlin County, Taiwan-Chinese Taipei / 2014",23.757547,120.3487,0
"12/05/2019","Relative Humidity / Lunbei Township, Yunlin County, Taiwan-Chinese Taipei / 2017",23.757547,120.3487,0
"12/05/2019","Relative Humidity / Lunbei Township, Yunlin County, Taiwan-Chinese Taipei / 2015",23.757547,120.3487,0
"12/05/2019","Relative Humidity / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2015",23.711853,120.544994,0
"12/05/2019","Relative Humidity / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2016",23.711853,120.544994,0
"12/05/2019","Relative Humidity / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2017",23.711853,120.544994,0
"12/05/2019","Relative Humidity / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2014",23.711853,120.544994,0
"12/05/2019","Air Temperature / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2014",23.711853,120.544994,0
"12/05/2019","Air Temperature / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2017",23.711853,120.544994,0
"12/05/2019","Air Temperature / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2016",23.711853,120.544994,0
"12/05/2019","Air Temperature / Douliu City, Yunlin County, Taiwan-Chinese Taipei / 2015",23.711853,120.544994,0
"12/05/2019","Air Temperature / Lunbei Township, Yunlin County, Taiwan-Chinese Taipei / 2014",23.757547,120.348742,0
"12/05/2019","Air Temperature / Lunbei Township, Yunlin County, Taiwan-Chinese Taipei / 2015",23.757547,120.348742,0
"12/05/2019","Air Temperature / Lunbei Township, Yunlin County, Taiwan-Chinese Taipei / 2016",23.757547,120.348742,0
"12/05/2019","Air Temperature / Lunbei Township, Yunlin County, Taiwan-Chinese Taipei / 2017",23.757547,120.348742,0
"12/05/2019","Vehicle Speed / I-69, Ashley, Indiana, United States / 2018",41.491055,-85.053854,0
"12/05/2019","Vehicle Speed / I-69, Ashley, Indiana, United States / 2016",41.491055,-85.053854,0
"12/05/2019","Vehicle Speed / I-69, Ashley, Indiana, United States / 2015",41.491055,-85.053854,0
"12/05/2019","Vehicle Speed / I-69, Ashley, Indiana, United States / 2017",41.491055,-85.053854,0
"12/05/2019","Vehicle Speed / I-70, Indianapolis, Indiana, United States / 2017",39.7934,-86.123115,0
"12/05/2019","Vehicle Speed / I-70, Indianapolis, Indiana, United States / 2018",39.7934,-86.123115,0
"12/05/2019","Vehicle Speed / I-74, Covington, Indiana, United States / 2017",40.1215,-87.440784,0
"12/05/2019","Vehicle Speed / I-74, Covington, Indiana, United States / 2015",40.1215,-87.440784,0
"12/05/2019","Vehicle Speed / I-74, Covington, Indiana, United States / 2018",40.1215,-87.440784,0
"12/05/2019","Vehicle Speed / I-74, Covington, Indiana, United States / 2016",40.1215,-87.440784,0
"12/05/2019","Vehicle Speed / I-74, Indianapolis, Indiana, United States / 2018",39.8162,-86.298654,0
"12/05/2019","Vehicle Speed / I-74, Indianapolis, Indiana, United States / 2015",39.8162,-86.298654,0
"12/05/2019","Vehicle Speed / I-74, Indianapolis, Indiana, United States / 2017",39.8162,-86.298654,0
"12/05/2019","Vehicle Speed / US 231, South Raub, Indiana, United States / 2017",40.2983,-86.9037,0
"12/05/2019","Vehicle Speed / US 231, South Raub, Indiana, United States / 2018",40.2983,-86.9037,0
"12/05/2019","Vehicle Speed / US 231, South Raub, Indiana, United States / 2015",40.2983,-86.9037,0
"12/05/2019","Vehicle Speed / US 231, South Raub, Indiana, United States / 2016",40.2983,-86.9037,0
"12/05/2019","Nitric Oxide / Westminster, London, England, United Kingdom / 2015",51.49467,-0.131931,0
"12/05/2019","Nitric Oxide / Westminster, London, England, United Kingdom / 2016",51.49467,-0.131931,0
"12/05/2019","Nitric Oxide / Westminster, London, England, United Kingdom / 2017",51.49467,-0.131931,0
"12/05/2019","Nitric Oxide / Westminster, London, England, United Kingdom / 2018",51.49467,-0.131931,0
"12/05/2019","Nitrogen Dioxide / Westminster, London, England, United Kingdom / 2015",51.49467,-0.131931,0
"12/05/2019","Nitrogen Dioxide / Westminster, London, England, United Kingdom / 2016",51.49467,-0.131931,0
"12/05/2019","Nitrogen Dioxide / Westminster, London, England, United Kingdom / 2017",51.49467,-0.131931,0
"12/05/2019","Nitrogen Dioxide / Westminster, London, England, United Kingdom / 2018",51.49467,-0.131931,0
"12/05/2019","Precipitation / Beaverdam Creek, Elberton, Georgia, United States / 2015",34.168611,-82.8967,0
"12/05/2019","Precipitation / Beaverdam Creek, Elberton, Georgia, United States / 2016",34.168611,-82.8967,0
"12/05/2019","Precipitation / Beaverdam Creek, Elberton, Georgia, United States / 2017",34.168611,-82.8967,0
"12/05/2019","Precipitation / Beaverdam Creek, Sardis, Georgia, United States / 2016",32.9375,-81.8153,0
"12/05/2019","Precipitation / Beaverdam Creek, Sardis, Georgia, United States / 2017",32.9375,-81.8153,0
"12/05/2019","Precipitation / Beaverdam Creek, Sardis, Georgia, United States / 2015",32.9375,-81.8153,0
"12/05/2019","Precipitation / Broad River, Carlton, Georgia, United States / 2015",34.07333,-83.0033,0
"12/05/2019","Precipitation / Broad River, Carlton, Georgia, United States / 2017",34.07333,-83.0033,0
"12/05/2019","Precipitation / Broad River, Carlton, Georgia, United States / 2016",34.07333,-83.0033,0
"12/05/2019","Precipitation / Chattooga River, Burrells Ford, Georgia, United States / 2017",34.974528,-83.1162,0
"12/05/2019","Precipitation / Chattooga River, Burrells Ford, Georgia, United States / 2016",34.974528,-83.1162,0
"12/05/2019","Precipitation / Chattooga River, Burrells Ford, Georgia, United States / 2015",34.974528,-83.1162,0
"12/05/2019","Precipitation / Little River, Washington, Georgia, United States / 2017",33.612778,-82.7425,0
"12/05/2019","Precipitation / Little River, Washington, Georgia, United States / 2016",33.612778,-82.7425,0
"12/05/2019","Precipitation / Little River, Washington, Georgia, United States / 2015",33.612778,-82.7425,0
"12/05/2019","Precipitation / Ogeechee River, Richmond Hill, Georgia, United States / 2015",31.977778,-81.2897,0
"12/05/2019","Precipitation / Ogeechee River, Richmond Hill, Georgia, United States / 2016",31.977778,-81.2897,0
"12/05/2019","Precipitation / Ogeechee River, Richmond Hill, Georgia, United States / 2017",31.977778,-81.2897,0
"12/05/2019","Precipitation / Ogeechee River, Rocky Ford, Georgia, United States / 2016",32.649278,-81.8408,0
"12/05/2019","Precipitation / Ogeechee River, Rocky Ford, Georgia, United States / 2015",32.649278,-81.8408,0
"12/05/2019","Precipitation / Ogeechee River, Rocky Ford, Georgia, United States / 2017",32.649278,-81.8408,0
"12/05/2019","Nitrogen Dioxide / West Central District, Tainan City, Taiwan-Chinese Taipei / 2018",22.984581,120.202617,0
"12/05/2019","Nitrogen Dioxide / Xinying District, Tainan City, Taiwan-Chinese Taipei / 2018",23.305633,120.31725,0
"12/05/2019","Nitrogen Monoxide / West Central District, Tainan City, Taiwan-Chinese Taipei / 2018",22.984581,120.202617,0
"12/05/2019","Nitrogen Monoxide / Xinying District, Tainan City, Taiwan-Chinese Taipei / 2018",23.305633,120.31725,0
"12/05/2019","Ozone / West Central District, Tainan City, Taiwan-Chinese Taipei / 2018",22.9846,120.202617,0
"12/05/2019","Ozone / Xinying District, Tainan City, Taiwan-Chinese Taipei / 2018",23.3056,120.31725,0
"12/05/2019","Sulfur Dioxide / West Central District, Tainan City, Taiwan-Chinese Taipei / 2018",22.984581,120.202617,0
"12/05/2019","Sulfur Dioxide / Xinying District, Tainan City, Taiwan-Chinese Taipei / 2018",23.3056,120.31725,0
"12/05/2019","Relative Humidity / West Central District, Tainan City, Taiwan-Chinese Taipei / 2018",22.984581,120.202617,0
"12/05/2019","Relative Humidity / Xinying District, Tainan City, Taiwan-Chinese Taipei / 2018",23.305633,120.31725,0
"12/05/2019","Wind Direction / West Central District, Tainan City, Taiwan-Chinese Taipei / 2018",22.984581,120.202617,0
"12/05/2019","Wind Direction / Xinying District, Tainan City, Taiwan-Chinese Taipei / 2018",23.305633,120.3173,0
"12/05/2019","Wind Speed / West Central District, Tainan City, Taiwan-Chinese Taipei / 2018",22.984581,120.2026,0
"12/05/2019","Wind Speed / Xinying District, Tainan City, Taiwan-Chinese Taipei / 2018",23.305633,120.31725,0
"12/05/2019","Global Horizontal Solar Irradiance / Flatirons Campus, Boulder, Colorado, United States / 2016",39.9106,-105.2347,0
"12/05/2019","Global Horizontal Solar Irradiance / Flatirons Campus, Boulder, Colorado, United States / 2015",39.9106,-105.2347,0
"12/05/2019","Global Horizontal Solar Irradiance / Flatirons Campus, Boulder, Colorado, United States / 2017",39.9106,-105.2347,0
"12/05/2019","Global Horizontal Solar Irradiance / Flatirons Campus, Boulder, Colorado, United States / 2018",39.9106,-105.2347,0
"12/05/2019","Global Horizontal Solar Irradiance / Humboldt State University, Arcata, California, United States / 2016",40.876,-124.08,0
"12/05/2019","Global Horizontal Solar Irradiance / Humboldt State University, Arcata, California, United States / 2015",40.876,-124.08,0
"12/05/2019","Global Horizontal Solar Irradiance / Humboldt State University, Arcata, California, United States / 2017",40.876,-124.08,0
"12/05/2019","Global Horizontal Solar Irradiance / Humboldt State University, Arcata, California, United States / 2018",40.876,-124.08,0
"12/05/2019","Global Horizontal Solar Irradiance / Natural Energy Laboratory of Hawaii Authority, Kailua-Kona, Hawaii, United States / 2015",19.728144,-156.058936,0
"12/05/2019","Global Horizontal Solar Irradiance / Natural Energy Laboratory of Hawaii Authority, Kailua-Kona, Hawaii, United States / 2018",19.728144,-156.058936,0
"12/05/2019","Global Horizontal Solar Irradiance / Natural Energy Laboratory of Hawaii Authority, Kailua-Kona, Hawaii, United States / 2016",19.728144,-156.058936,0
"12/05/2019","Global Horizontal Solar Irradiance / Natural Energy Laboratory of Hawaii Authority, Kailua-Kona, Hawaii, United States / 2017",19.728144,-156.058936,0
"12/05/2019","Global Horizontal Solar Irradiance / Oak Ridge National Laboratory, Oak Ridge, Tennessee, United States / 2017",35.92996,-84.30952,0
"12/05/2019","Global Horizontal Solar Irradiance / Oak Ridge National Laboratory, Oak Ridge, Tennessee, United States / 2016",35.92996,-84.30952,0
"12/05/2019","Global Horizontal Solar Irradiance / Oak Ridge National Laboratory, Oak Ridge, Tennessee, United States / 2015",35.92996,-84.30952,0
"12/05/2019","Global Horizontal Solar Irradiance / Oak Ridge National Laboratory, Oak Ridge, Tennessee, United States / 2018",35.92996,-84.30952,0
"12/05/2019","Global Horizontal Solar Irradiance / University of Texas Panamerican Solar Radiation Lab, Edinburg, Texas, United States / 2018",26.3059,-98.1716,0
"12/05/2019","Global Horizontal Solar Irradiance / University of Texas Panamerican Solar Radiation Lab, Edinburg, Texas, United States / 2016",26.3059,-98.1716,0
"12/05/2019","Global Horizontal Solar Irradiance / University of Texas Panamerican Solar Radiation Lab, Edinburg, Texas, United States / 2017",26.3059,-98.1716,0
"12/05/2019","Global Horizontal Solar Irradiance / University of Texas Panamerican Solar Radiation Lab, Edinburg, Texas, United States / 2015",26.3059,-98.1716,0
"12/05/2019","Vehicle Counts / I-91, Putney, Vermont, United States / 2018",43.0098991,-72.4702988,0
"12/05/2019","Vehicle Counts / I-91, Putney, Vermont, United States / 2017",43.0098991,-72.4702988,0
"12/05/2019","Vehicle Counts / I-91, Putney, Vermont, United States / 2015",43.0098991,-72.4702988,0
"12/05/2019","Vehicle Counts / I-91, Putney, Vermont, United States / 2016",43.0098991,-72.4702988,0
"12/04/2019","Carbon Monoxide / Annan District, Tainan City, Taiwan-Chinese Taipei / 2018",23.048333,120.218333,0
"12/04/2019","Carbon Monoxide / Shanhua District, Tainan City, Taiwan-Chinese Taipei / 2018",23.115097,120.297142,0
"12/04/2019","Nitrogen Dioxide / Annan District, Tainan City, Taiwan-Chinese Taipei / 2018",23.048333,120.218333,0
"12/04/2019","Nitrogen Dioxide / Shanhua District, Tainan City, Taiwan-Chinese Taipei / 2018",23.115097,120.2971,0
"12/04/2019","Nitrogen Monoxide / Annan District, Tainan City, Taiwan-Chinese Taipei / 2018",23.048333,120.218333,0
"12/04/2019","Nitrogen Monoxide / Shanhua District, Tainan City, Taiwan-Chinese Taipei / 2018",23.115097,120.297142,0
"12/04/2019","Air Temperature / Annan District, Tainan City, Taiwan-Chinese Taipei / 2018",23.048333,120.218333,0
"12/04/2019","Air Temperature / Shanhua District, Tainan City, Taiwan-Chinese Taipei / 2018",23.115097,120.297142,0
"12/04/2019","Vehicle Counts / Jacob Burckhardt-Strasse, Basel, Switzerland / 2015",47.54545,7.59961,0
"12/04/2019","Particulate Matter 10 / A660, Leeds, England, United Kingdom / 2014",53.819972,-1.576361,0
"12/04/2019","Nitric Oxide / A660, Leeds, England, United Kingdom / 2014",53.819972,-1.576361,0
"12/04/2019","Nitrogen Dioxide / A660, Leeds, England, United Kingdom / 2014",53.819972,-1.576361,0
"12/04/2019","Particulate Matter 2.5 / A660, Leeds, England, United Kingdom / 2014",53.819972,-1.576361,0
"12/04/2019","Nitric Oxide / Blackpool, England, United Kingdom / 2014",53.80489,-3.007175,0
"12/04/2019","Nitrogen Dioxide / Blackpool, England, United Kingdom / 2014",53.80489,-3.007175,0
"12/04/2019","Ozone / Blackpool, England, United Kingdom / 2014",53.80489,-3.007175,0
"12/04/2019","Particulate Matter 2.5 / Blackpool, England, United Kingdom / 2014",53.80489,-3.007175,0
"12/04/2019","Particulate Matter 10 / A8, Greenock, Scotland, United Kingdom / 2017",55.944079,-4.734421,0
"12/04/2019","Particulate Matter 2.5 / A8, Greenock, Scotland, United Kingdom / 2017",55.944079,-4.734421,0
"12/04/2019","Nitric Oxide / Preston, England, United Kingdom / 2014",53.76559,-2.680353,0
"12/04/2019","Nitrogen Dioxide / Preston, England, United Kingdom / 2014",53.76559,-2.680353,0
"12/04/2019","Ozone / Preston, England, United Kingdom / 2014",53.76559,-2.680353,0
"12/04/2019","Particulate Matter 2.5 / Preston, England, United Kingdom / 2014",53.76559,-2.680353,0
"12/04/2019","Nitric Oxide / A679, Blackburn, England, United Kingdom / 2014",53.747751,-2.452724,0
"12/04/2019","Nitric Oxide / A6177, Bradford, England, United Kingdom / 2014",53.771245,-1.759774,0
"12/04/2019","Precipitation / Yellow River, Rocky Plains, Georgia, United States / 2014",33.49986,-83.8842,0
"12/04/2019","Global Horizontal Solar Irradiance / Humboldt State University, Arcata, California, United States / 2014",40.876,-124.08,0
"12/04/2019","Vehicle Counts / VT 103, Rockingham, Vermont, United States / 2014",43.197014,-72.503811,0
"12/04/2019","Vehicle Counts / I-89, Bethel, Vermont, United States / 2014",43.851324,-72.603787,0
"12/04/2019","Vehicle Counts / I-91, Norwich, Vermont, United States / 2014",43.716491,-72.293967,0
"12/04/2019","Vehicle Counts / US 5 , Norwich, Vermont, United States / 2014",43.750194,-72.231872,0
"12/04/2019","Vehicle Counts / I-91, Brattleboro, Vermont, United States / 2017",42.881803,-72.562719,0
"12/03/2019","Vehicle Counts / I-91, Vernon, Vermont, United States / 2016",42.787516,-72.560471,0
"12/03/2019","Vehicle Counts / I-91, Vernon, Vermont, United States / 2018",42.787516,-72.560471,0
"12/03/2019","Vehicle Counts / I-91, Vernon, Vermont, United States / 2015",42.787516,-72.560471,0
"12/03/2019","Vehicle Counts / I-91, Vernon, Vermont, United States / 2017",42.787516,-72.560471,0
"12/03/2019","Vehicle Counts / VT 9, Wilmington, Vermont, United States / 2015",42.870161,-72.913438,0
"12/03/2019","Vehicle Counts / VT 9, Wilmington, Vermont, United States / 2017",42.870161,-72.913438,0
"12/03/2019","Vehicle Counts / VT 9, Wilmington, Vermont, United States / 2016",42.870161,-72.913438,0
"12/03/2019","Vehicle Counts / VT 9, Wilmington, Vermont, United States / 2018",42.870161,-72.913438,0
"12/03/2019","Vehicle Counts / US 5, Rockingham, Vermont, United States / 2015",43.167947,-72.457382,0
"12/03/2019","Vehicle Counts / US 5, Rockingham, Vermont, United States / 2016",43.167947,-72.457382,0
"12/03/2019","Vehicle Counts / US 5, Rockingham, Vermont, United States / 2017",43.167947,-72.457382,0
"12/03/2019","Vehicle Counts / US 5, Rockingham, Vermont, United States / 2018",43.167947,-72.457382,0
"12/03/2019","Global Horizontal Solar Irradiance / University of Texas Panamerican Solar Radiation Lab, Edinburg, Texas, United States / 2014",26.3059,-98.1716,0
"12/03/2019","Precipitation / Yellow River, Lithonia, Georgia, United States / 2014",33.733611,-84.0619,0
"12/03/2019","Vehicle Speed / US 231, South Raub, Indiana, United States / 2014",40.2983,-86.9037,0
"12/03/2019","Vehicle Speed / I-74, Indianapolis, Indiana, United States / 2014",39.8162,-86.298654,0
"12/03/2019","Vehicle Speed / I-65, Lafayette, Indiana, United States / 2014",40.4738,-86.853192,0
"12/03/2019","Vehicle Speed / I-74, Covington, Indiana, United States / 2014",40.1215,-87.440784,0
"12/03/2019","Vehicle Speed / I-70, Indianapolis, Indiana, United States / 2016",39.7934,-86.123115,0
"12/03/2019","Vehicle Speed / I-69, Ashley, Indiana, United States / 2014",41.491055,-85.053854,0
"12/03/2019","Vehicle Speed / US 24, Wabash, Indiana, United States / 2014",40.8082,-85.950618,0
"12/03/2019","Vehicle Counts / SR 112, Goshen, Massachusetts, United States / 2014",42.470712,-72.809604,0
"12/03/2019","Vehicle Counts / SR 112, Huntington, Massachusetts, United States / 2014",42.253333,-72.867153,0
"12/03/2019","Carbon Monoxide / Leeds Centre, Leeds, England, United Kingdom / 2014",53.80378,-1.546472,0
"12/03/2019","Particulate Matter 10 / Leeds Centre, Leeds, England, United Kingdom / 2014",53.80378,-1.546472,0
"12/03/2019","Nitric Oxide / Leeds Centre, Leeds, England, United Kingdom / 2014",53.80378,-1.546472,0
"12/03/2019","Precipitation / Ogeechee River, Eden, Georgia, United States / 2015",32.1901,-81.4159,0
"12/03/2019","Precipitation / Ogeechee River, Richmond Hill, Georgia, United States / 2014",31.977778,-81.2897,0
"12/03/2019","Precipitation / Ogeechee River, Rocky Ford, Georgia, United States / 2014",32.649278,-81.8408,0
"12/03/2019","Carbon Monoxide / Intersection of State Street and Jackson Boulevard, Chicago, Illinois United States / 2017",41.878377,-87.627678,0
"12/03/2019","Carbon Monoxide / Intersection of Pulaski Road and 27th Street, Chicago, Illinois, United States / 2018",41.84241,-87.724499,0
"12/03/2019","Carbon Monoxide / Intersection of Racine Avenue and 18th Street, Chicago, Illinois, United States / 2018",41.857959,-87.656427,0
"12/03/2019","Carbon Monoxide / Intersection of Western Avenue and 25th Street, Chicago, Illinois, United States / 2018",41.846579,-87.685557,0
"12/03/2019","Carbon Monoxide / Intersection of Wood Street and Warren Boulevard, Chicago, Illinois, United States / 2018",41.882304,-87.671773,0
"12/03/2019","Carbon Monoxide / Intersection of Cicero Avenue and Chicago Avenue, Chicago, Illinois, United States / 2018",41.895005,-87.745817,0
"12/03/2019","Carbon Monoxide / Intersection of Damen Avenue and Polk Street, Chicago, Illinois, United States / 2018",41.87148,-87.67644,0
"12/03/2019","Carbon Monoxide / Intersection of Ashland Avenue and 79th Street, Chicago, Illinois, United States / 2018",41.75034,-87.663518,0
"12/03/2019","Carbon Monoxide / Intersection of Halsted Street and 34th Street, Chicago, Illinois, United States / 2018",41.832579,-87.646133,0
"12/03/2019","Carbon Monoxide / Intersection of Western Avenue and Fullerton Avenue, Chicago, Illinois, United States / 2018",41.924903,-87.687703,0
"12/03/2019","Nitric Oxide / Carlisle, England, United Kingdom / 2014",54.894834,-2.945307,0
"12/03/2019","Nitrogen Dioxide / Carlisle, England, United Kingdom / 2014",54.894834,-2.945307,0
"12/03/2019","Particulate Matter 2.5 / Carlisle, England, United Kingdom / 2014",54.894834,-2.945307,0
"12/03/2019","Nitric Oxide / Billingham, England, United Kingdom / 2014",54.60537,-1.275039,0
"12/03/2019","Nitric Oxide / Middlesbrough, England, United Kingdom / 2014",54.569297,-1.220874,0
"12/03/2019","Nitrogen Dioxide / Middlesbrough, England, United Kingdom / 2014",54.569297,-1.220874,0
"12/03/2019","Ozone / Middlesbrough, England, United Kingdom / 2014",54.569297,-1.220874,0
"12/03/2019","Particulate Matter 2.5 / Middlesbrough, England, United Kingdom / 2014",54.569297,-1.220874,0
"12/03/2019","Sulfur Dioxide / Middlesbrough, England, United Kingdom / 2014",54.569297,-1.220874,0
"12/03/2019","Nitric Oxide / A1305, Stockton-on-Tees, England, United Kingdom / 2015",54.565819,-1.3159,0
"12/03/2019","Nitrogen Dioxide / A1305, Stockton-on-Tees, England, United Kingdom / 2015",54.565819,-1.3159,0
"12/03/2019","Particulate Matter 2.5 / A67, Stockton-on-Tees, England, United Kingdom / 2014",54.516667,-1.358547,0
"12/03/2019","Nitric Oxide / A67, Stockton-on-Tees, England, United Kingdom / 2014",54.516667,-1.358547,0
"12/03/2019","Nitrogen Dioxide / A67, Stockton-on-Tees, England, United Kingdom / 2014",54.516667,-1.358547,0
"12/03/2019","Particulate Matter 10 / York, England, United Kingdom / 2014",53.967513,-1.086514,0
"12/03/2019","Particulate Matter 2.5 / York, England, United Kingdom / 2014",53.967513,-1.086514,0
"12/03/2019","Carbon Monoxide / Intersection of Broadway Avenue and Lawrence Avenue, Chicago, Illinois, United States / 2018",41.96904,-87.659672,0
"12/03/2019","Carbon Monoxide / Intersection of Clark Street and Montrose Avenue, Chicago, Illinois, United States / 2018",41.961622,-87.665948,0
"12/03/2019","Carbon Monoxide / Intersection of Damen Avenue and Lawrence Avenue, Chicago, Illinois, United States / 2018",41.968757,-87.679174,0
"12/03/2019","Carbon Monoxide / Intersection of Damen Avenue and Wilson Avenue, Chicago, Illinois, United States / 2018",41.965089,-87.679076,0
"12/03/2019","Nitrogen Dioxide / Leeds Centre, Leeds, England, United Kingdom / 2014",53.80378,-1.546472,0
"12/03/2019","Ozone / Leeds Centre, Leeds, England, United Kingdom / 2014",53.80378,-1.546472,0
"12/03/2019","Particulate Matter 2.5 / Leeds Centre, Leeds, England, United Kingdom / 2014",53.80378,-1.546472,0
"12/03/2019","Sulfur Dioxide / Leeds Centre, Leeds, England, United Kingdom / 2014",53.80378,-1.546472,0
"12/03/2019","Precipitation / Beaverdam Creek, Elberton, Georgia, United States / 2014",34.168611,-82.8967,0
"12/03/2019","Precipitation / Little River, Washington, Georgia, United States / 2014",33.612778,-82.7425,0
"12/03/2019","Precipitation / Broad River, Carlton, Georgia, United States / 2014",34.07333,-83.0033,0
"12/03/2019","Precipitation / Chattooga River, Burrells Ford, Georgia, United States / 2014",34.974528,-83.1162,0
"12/03/2019","Precipitation / Savannah River, New Savannah Bluff Lock and Dam, Georgia, United States / 2014",33.373056,-81.9422,0
"12/03/2019","Precipitation / Savannah River, Hancock Landing, Georgia, United States / 2014",33.14972,-81.755,0
"12/03/2019","Precipitation / Beaverdam Creek, Sardis, Georgia, United States / 2014",32.9375,-81.8153,0
"12/03/2019","Precipitation / Ogeechee River, Midville, Georgia, United States / 2014",32.814444,-82.2353,0
"12/02/2019","Vehicle Counts / I-91, Brattleboro, Vermont, United States / 2015",42.881803,-72.562719,0
"12/02/2019","Vehicle Counts / I-91, Brattleboro, Vermont, United States / 2018",42.881803,-72.562719,0
"12/02/2019","Vehicle Counts / I-91, Brattleboro, Vermont, United States / 2016",42.881803,-72.562719,0
"12/02/2019","Sensible Heat Flux / Bartlett Experimental Forest, White Mountain National Forest, New Hampshire, United States / 2018",44.0639,-71.28731,1386.7447
"12/02/2019","Visibility / Orly, France / 2014",48.716833,2.384333,0
"12/02/2019","Precipitation / Orly, France / 2014",48.716833,2.384333,0
"12/02/2019","Global Horizontal Solar Irradiance / Flatirons Campus, Boulder, Colorado, United States / 2014",39.9106,-105.2347,0
"12/02/2019","Global Horizontal Solar Irradiance / Oak Ridge National Laboratory, Oak Ridge, Tennessee, United States / 2014",35.92996,-84.30952,0
"12/02/2019","Global Horizontal Solar Irradiance / Natural Energy Laboratory of Hawaii Authority, Kailua-Kona, Hawaii, United States / 2014",19.728144,-156.058936,0
"12/02/2019","Vehicle Counts / VT 100, Waitsfield, Vermont, United States / 2014",44.180903,-72.839956,0
"12/02/2019","Vehicle Counts / VT 17, Waitsfield, Vermont, United States / 2014",44.181107,-72.840757,0
"12/02/2019","Vehicle Counts / US 5, Rockingham, Vermont, United States / 2014",43.167947,-72.457382,0
"12/02/2019","Vehicle Counts / VT 9, Marlboro, Vermont, United States / 2014",42.865766,-72.734263,0
"12/02/2019","Vehicle Counts / US 5, Brattleboro, Vermont, United States / 2014",42.866991,-72.556524,0
"12/02/2019","Vehicle Counts / VT 62, Barre, Vermont, United States / 2016",44.2057991,-72.5178986,0
"12/02/2019","Vehicle Counts / VT 62, Barre, Vermont, United States / 2018",44.2057991,-72.5178986,0
"12/02/2019","Vehicle Counts / VT 62, Barre, Vermont, United States / 2017",44.2057991,-72.5178986,0
"12/02/2019","Vehicle Counts / VT 62, Barre, Vermont, United States / 2015",44.2057991,-72.5178986,0
